scena,cluster_sizes,number_clusters,beta_X_list,latent_ICC,rho11,rho22,rho12,bin_rho0,bin_rho01,ordinal_dist_type,gamma0,gamma1,N,m,small_cluster.x,small_cluster.y,Empirical,Empirical_noadj_model_based,Empirical_noadj_sandwich,Empirical_adj_model_based_K_2,Empirical_adj_sandwich_K_2,Empirical_adj_model_based_K_ncat,Empirical_adj_sandwich_K_ncat,mean_est_rho11,mean_est_rho12,mean_est_rho22,mean_est_beta_treat,mean_var_beta_treat,mean_sandwich_var_beta_treat,n_success,n_tried,n_bad,fail_rate,count_iter
1,50,10,0.4054651081081644,0.01,0.0048815363639511,1.7552948250895657e-4,-3.332691810448015e-5,0.0048815363639511,0.00490668175856702,U-shape,-0.00100062420303745,0.4064656181389724,500,250,yes,yes,0.5238,0.6851,0.6854,0.525,0.5238,0.4636,0.4616,6.034832894811357e-4,5.212790049427369e-4,-0.0017621022925292,-0.4034920423964907,0.02659047091899262,0.02663725593963931,10000,10001,1,9.999000099990002e-5,4.038196180381962
2,50,10,0.6931471805599453,0.01,0.00499208974361935,2.2090683089850488e-4,-6.141969562276627e-5,0.00499208974361935,0.00499746398308053,U-shape,0.1388587612187981,0.5542884200469607,500,250,yes,yes,0.8949,0.9481,0.9476,0.8965,0.8949,0.8621,0.8609,5.816833701654812e-4,5.30309135797854e-4,-0.00184555379809724,-0.6905115401336084,0.02706574066835134,0.02727506001822749,10000,10000,0,0,3.9903
3,50,10,0.4054651081081644,0.02,0.00996374812890549,3.9945942042116496e-4,-1.229363695538488e-4,0.00996374812890549,0.00996260330946638,U-shape,-0.00201654034472483,0.4074815455394853,500,250,yes,yes,0.4762,0.6412,0.6408,0.4793,0.4762,0.4145,0.4122,0.00470773018950301,5.560259444120588e-4,-0.00164518747419798,-0.39848933612084114,0.03223807068422121,0.03239986665709172,10000,10002,2,1.999600079984003e-4,4.152284771522848
4,50,10,0.6931471805599453,0.02,0.01000141776203714,4.0469891169355246e-4,-7.965573052915489e-5,0.01000141776203714,0.01004392326424172,U-shape,0.13786350697833163,0.5552836732713435,500,250,yes,yes,0.8449,0.916,0.9163,0.8458,0.8449,0.8091,0.8046,0.00507531700687331,4.676532743557691e-4,-0.00160484959776437,-0.6930811518968579,0.03313522433387324,0.033171253335850213,10000,10001,1,9.999000099990002e-5,4.0865
5,50,10,0.4054651081081644,0.05,0.02511275096637279,9.995249076918955e-4,-2.5967119393736e-4,0.02511275096637279,0.02515558256123299,U-shape,-0.00516061793847246,0.41062565613550583,500,250,yes,yes,0.3762,0.5324,0.5308,0.3775,0.3762,0.3208,0.3196,0.01754678247450518,4.6034992794406103e-4,-0.0011956869980059,-0.4003784151175026,0.04958720385965304,0.04968905882223394,10000,10001,1,9.999000099990002e-5,4.2085
6,50,10,0.6931471805599453,0.05,0.02546531292284136,0.00109880122741345,-3.32303476228942e-4,0.02546531292284136,0.02543717916546447,U-shape,0.13478203680535236,0.5583651511064808,500,250,yes,yes,0.7131,0.8232,0.8236,0.7148,0.7131,0.6614,0.6595,0.0176614738844344,3.40633476353971e-4,-0.00103644570496266,-0.6886913815154935,0.05082968661150108,0.05091461563825886,10000,10002,2,1.999600079984003e-4,4.2268
7,100,10,0.4054651081081644,0.01,0.0048815363639511,1.7552948250895657e-4,-3.332691810448015e-5,0.0048815363639511,0.00490668175856702,U-shape,-0.00100062420303745,0.4064656181389724,1000,500,yes,yes,0.76,0.8652,0.8641,0.7611,0.76,0.7067,0.7048,0.00228161020071853,3.100814819650305e-4,-7.8847009404917e-4,-0.4062519624315488,0.01565960353306733,0.01575796380686885,10000,10000,0,0,3.9192
8,100,10,0.4054651081081644,0.02,0.00996374812890549,3.9945942042116496e-4,-1.229363695538488e-4,0.00996374812890549,0.00996260330946638,U-shape,-0.00201654034472483,0.4074815455394853,1000,500,yes,yes,0.665,0.7919,0.7924,0.6684,0.665,0.6075,0.6067,0.00704077263847534,1.2867778054685515e-4,-5.915488915190483e-4,-0.4019867719393233,0.02159173932563329,0.02167393881321462,10000,10000,0,0,4.0174
9,100,10,0.4054651081081644,0.05,0.02511275096637279,9.995249076918955e-4,-2.5967119393736e-4,0.02511275096637279,0.02515558256123299,U-shape,-0.00516061793847246,0.41062565613550583,1000,500,yes,yes,0.4795,0.6343,0.6331,0.4837,0.4795,0.4226,0.4181,0.02004943389290153,-7.741005545780185e-5,-8.197098512069185e-5,-0.4005163519147033,0.03875111861583304,0.03883474702327547,10000,10000,0,0,4.3398
10,50,20,0.4054651081081644,0.01,0.0048815363639511,1.7552948250895657e-4,-3.332691810448015e-5,0.0048815363639511,0.00490668175856702,U-shape,-0.00100062420303745,0.4064656181389724,1000,500,yes,yes,0.8164,0.864,0.8643,0.8165,0.8164,0.7986,0.7991,0.00265550269664804,2.7311047137330537e-4,-8.740168746039784e-4,-0.4040752122460263,0.0159930836787653,0.01601809295144215,10000,10000,0,0,3.0264
11,50,20,0.6931471805599453,0.01,0.00499208974361935,2.2090683089850488e-4,-6.141969562276627e-5,0.00499208974361935,0.00499746398308053,U-shape,0.1388587612187981,0.5542884200469607,1000,500,yes,yes,0.9884,0.9918,0.9923,0.9878,0.9884,0.9866,0.987,0.00256390392032428,3.0893697589747963e-4,-8.651923478288962e-4,-0.6933274366288652,0.01623255340049339,0.01625799042840342,10000,10000,0,0,3.0196
12,50,20,0.4054651081081644,0.02,0.00996374812890549,3.9945942042116496e-4,-1.229363695538488e-4,0.00996374812890549,0.00996260330946638,U-shape,-0.00201654034472483,0.4074815455394853,1000,500,yes,yes,0.7544,0.8115,0.8122,0.7544,0.7544,0.7363,0.7357,0.00722977669054769,2.085383085024967e-4,-7.269579798817382e-4,-0.40472189895501104,0.01936356606510988,0.01939589110536732,10000,10000,0,0,3.0481
13,50,20,0.6931471805599453,0.02,0.01000141776203714,4.0469891169355246e-4,-7.965573052915489e-5,0.01000141776203714,0.01004392326424172,U-shape,0.13786350697833163,0.5552836732713435,1000,500,yes,yes,0.9705,0.9802,0.9809,0.9697,0.9705,0.9667,0.9678,0.00706945964189748,1.372132595305936e-4,-6.673269746680352e-4,-0.6883523888154426,0.01962224908245786,0.01964451286026685,10000,10000,0,0,3.064
14,50,20,0.4054651081081644,0.05,0.02511275096637279,9.995249076918955e-4,-2.5967119393736e-4,0.02511275096637279,0.02515558256123299,U-shape,-0.00516061793847246,0.41062565613550583,1000,500,yes,yes,0.58,0.6572,0.6579,0.5805,0.58,0.5579,0.5574,0.02145976295276769,4.467697211794584e-5,1.2252066935659988e-5,-0.39661342515331033,0.03000306028296148,0.03006486649347875,10000,10000,0,0,3.212
15,50,20,0.6931471805599453,0.05,0.02546531292284136,0.00109880122741345,-3.32303476228942e-4,0.02546531292284136,0.02543717916546447,U-shape,0.13478203680535236,0.5583651511064808,1000,500,yes,yes,0.9099,0.9347,0.936,0.9078,0.9099,0.8983,0.9006,0.02128664748428831,1.891489721199447e-5,-2.8232320996069847e-5,-0.681639645367005,0.03037992884317542,0.03033055292480925,10000,10000,0,0,3.2336
16,100,20,0.4054651081081644,0.01,0.0048815363639511,1.7552948250895657e-4,-3.332691810448015e-5,0.0048815363639511,0.00490668175856702,U-shape,-0.00100062420303745,0.4064656181389724,2000,1000,yes,yes,0.9392,0.9548,0.9548,0.9386,0.9392,0.9332,0.9339,0.00348416528610724,4.210642592271379e-5,-2.551561944583606e-4,-0.4044500018380859,0.00946398738144887,0.00948208760845246,10000,10000,0,0,2.9523
17,100,20,0.4054651081081644,0.02,0.00996374812890549,3.9945942042116496e-4,-1.229363695538488e-4,0.00996374812890549,0.00996260330946638,U-shape,-0.00201654034472483,0.4074815455394853,2000,1000,yes,yes,0.8696,0.8997,0.9008,0.8678,0.8696,0.8582,0.8588,0.00825264716797419,1.1418646011959329e-4,-1.8684473926502913e-4,-0.4003898240951787,0.01293952500994872,0.01296843598553778,10000,10000,0,0,3.0269
18,100,20,0.4054651081081644,0.05,0.02511275096637279,9.995249076918955e-4,-2.5967119393736e-4,0.02511275096637279,0.02515558256123299,U-shape,-0.00516061793847246,0.41062565613550583,2000,1000,yes,yes,0.6882,0.7458,0.7475,0.6884,0.6882,0.6706,0.6718,0.02215564022719223,-8.232461628695312e-5,4.482233441638927e-4,-0.39944798830434425,0.02312733249194639,0.02316749134276366,10000,10000,0,0,3.2576
19,50,50,0.4054651081081644,0.01,0.0048815363639511,1.7552948250895657e-4,-3.332691810448015e-5,0.0048815363639511,0.00490668175856702,U-shape,-0.00100062420303745,0.4064656181389724,2500,1250,no,no,0.9932,0.9932,0.9932,0.9916,0.9917,0.9911,0.9913,0.00415634213581065,6.844031713616255e-5,-2.2123220939963245e-4,-0.40457909906353184,0.00710966279486757,0.00710920460316717,10000,10000,0,0,2.4117
20,50,50,0.4054651081081644,0.02,0.00996374812890549,3.9945942042116496e-4,-1.229363695538488e-4,0.00996374812890549,0.00996260330946638,U-shape,-0.00201654034472483,0.4074815455394853,2500,1250,no,no,0.9764,0.9763,0.9764,0.9715,0.9716,0.9705,0.9709,0.00903821054299834,-7.112696732183117e-6,-8.217828016132355e-6,-0.40221135532324,0.00861104046610775,0.00860874173477319,10000,10000,0,0,2.4605
21,50,50,0.4054651081081644,0.05,0.02511275096637279,9.995249076918955e-4,-2.5967119393736e-4,0.02511275096637279,0.02515558256123299,U-shape,-0.00516061793847246,0.41062565613550583,2500,1250,no,no,0.9136,0.9133,0.9136,0.8995,0.9,0.897,0.8971,0.02360310126181892,-2.3312555953261703e-4,6.637147624513886e-4,-0.3986418131034767,0.01313571320567594,0.01312740757024574,10000,10000,0,0,2.5824
22,50,100,0.4054651081081644,0.01,0.0048815363639511,1.7552948250895657e-4,-3.332691810448015e-5,0.0048815363639511,0.00490668175856702,U-shape,-0.00100062420303745,0.4064656181389724,5000,2500,no,no,1,1,1,1,1,1,1,0.00457452028918289,1.4164706445326898e-5,6.01910244172727e-7,-0.4031212093397367,0.00365946096224098,0.00365894906817077,10000,10000,0,0,2.1582
23,50,100,0.4054651081081644,0.02,0.00996374812890549,3.9945942042116496e-4,-1.229363695538488e-4,0.00996374812890549,0.00996260330946638,U-shape,-0.00201654034472483,0.4074815455394853,5000,2500,no,no,0.9998,0.9998,0.9998,0.9997,0.9997,0.9997,0.9997,0.00933120831098686,-3.5990076323778955e-5,1.8564531509593425e-4,-0.4011737971703453,0.00440681326614419,0.00440560505478187,10000,10000,0,0,2.1724
24,50,100,0.4054651081081644,0.05,0.02511275096637279,9.995249076918955e-4,-2.5967119393736e-4,0.02511275096637279,0.02515558256123299,U-shape,-0.00516061793847246,0.41062565613550583,5000,2500,no,no,0.9945,0.9945,0.9945,0.9939,0.9939,0.9938,0.9938,0.02436005794536467,-2.3400988409563207e-4,8.014489091385658e-4,-0.3957013529905401,0.00676798355089746,0.00676482974145469,10000,10000,0,0,2.2904
25,50,10,0.4054651081081644,0.01,0.00523000852019537,0.00295648778159823,-0.00205205060624172,0.00523000852019537,0.00491718431296257,bell,-2.021868429271497,2.427333136978035,500,250,yes,yes,0.3499,0.5327,0.5293,0.3615,0.3499,0.3026,0.2887,1.5835070118292764e-4,3.942901030333317e-4,-1.0233492974465976e-4,-0.3983949878561097,0.04287969067799738,0.04398944015927567,10000,10190,190,0.01864573110893032,13.010703063629222
26,50,10,0.6931471805599453,0.01,0.00516193896906859,0.00302430660231293,-0.00200522175118085,0.00516193896906859,0.0049516011079108,bell,-1.9090897753161955,2.602236955952833,500,250,yes,yes,0.7118,0.8515,0.8511,0.719,0.7118,0.6616,0.646,2.4852832028050195e-5,6.266793765079447e-4,4.034617290968793e-4,-0.6884023128216556,0.04573558409245101,0.0488696462293143,10000,10609,609,0.05740409086624564,31.124186090402944
27,50,10,0.4054651081081644,0.02,0.00994110398434295,0.00575645947818196,-0.00386386316559101,0.00994110398434295,0.00978046828205837,bell,-2.0330240633532446,2.4384893202160653,500,250,yes,yes,0.3384,0.5089,0.5042,0.3472,0.3384,0.2942,0.2775,0.00307539202093843,-6.887391346843414e-4,0.00190446237911715,-0.40464206211391435,0.0496480140743549,0.05012563656173668,10000,10202,202,0.01980003920799843,13.700578828607869
28,50,10,0.6931471805599453,0.02,0.01002522917796857,0.00610217972861747,-0.00390786402792745,0.01002522917796857,0.01003712062809937,bell,-1.920092470247648,2.6132396587533884,500,250,yes,yes,0.6638,0.8139,0.812,0.6662,0.6638,0.6047,0.5936,0.00256568304429523,-9.68821294224076e-5,0.00202961273918541,-0.6845043840416994,0.05290807287580496,0.05517338635605469,10000,10594,594,0.05606947328676609,34.15399149740198
