scena,mean_est_rho11,mean_est_rho12,mean_est_rho22,mean_est_beta_treat,mean_var_beta_treat,mean_sandwich_var_beta_treat,n_success,n_tried,n_bad,fail_rate,count_iter,cluster_sizes,number_clusters,beta_X_list,latent_ICC,rho11,rho22,rho12,bin_rho0,bin_rho01,ordinal_dist_type,gamma0,gamma1,mean_rank_icc,N,m,small_cluster,WH_DE_latent_icc,WH_DE_rank_icc,WH_DE_rho11_icc,WH,GEE_bin1,GEE_bin2,GEE_exch,GEE_indep,Empirical,Empirical_noadj_model_based,Empirical_noadj_sandwich,Empirical_adj_model_based_K_2,Empirical_adj_sandwich_K_2,Empirical_adj_model_based_K_ncat,Empirical_adj_sandwich_K_ncat,marginal_lor_by_bridge,theta_R_bin,theta_R_bin2
31,0.00140774247026819,-1.4206924674453787e-4,0.00115526858932362,-0.4063107353605277,0.02360031786773357,0.02415324553303295,10000,10093,93,0.0092143069454077,6.6505152596115735,100,10,0.4054651081081644,0.01,0.00523000852019537,0.00295648778159823,-0.00205205060624172,0.00523000852019537,0.00491718431296257,bell,-2.021868429271497,2.427333136978035,0.01260247521888875,1000,500,yes,0.4443452791009048,0.40228086636783966,0.5493523395183061,0.7273775672554591,0.33377636742174,0.3395646350098237,0.4932715817045821,0.71679177775062,0.5762,0.7377,0.7351,0.5801,0.5762,0.5173,0.5094,0.40343268875270105,0.4034326887527091,0.40343268875264426
32,0.0045094176755224,-0.00133322571651575,0.00321757962358264,-0.406447198143123,0.02938908156368401,0.02930929175392095,10000,10088,88,0.00872323552735923,7.236933452345532,100,10,0.4054651081081644,0.02,0.00994110398434295,0.00575645947818196,-0.00386386316559101,0.00994110398434295,0.00978046828205837,bell,-2.0330240633532446,2.4384893202160653,0.01933118140412299,1000,500,yes,0.3155346675984748,0.3215016182814343,0.44175633155913296,0.7230460267187447,0.26500420920433576,0.2667661043242628,0.3762348929252872,0.7125504492820561,0.5169,0.6828,0.6831,0.5222,0.5169,0.4568,0.453,0.40138997846894753,0.40138997846896274,0.4013899784687416
33,0.01339499268006852,-0.00446074443074409,0.01022819469935974,-0.4030902165663049,0.04832387528391556,0.04677871608307062,10000,10163,163,0.01603857128800551,16.63152709359606,100,10,0.4054651081081644,0.05,0.02517196808927447,0.01507740076161847,-0.00989034299234139,0.02517196808927447,0.02525763051744933,bell,-2.0675487904754006,2.4730135119479013,0.03952168639903645,1000,500,yes,0.1764696278833438,0.20461377449768495,0.26957761313760836,0.7097145784410743,0.1657788870023603,0.16548062864433266,0.2177743356172685,0.6995035523448999,0.3917,0.5509,0.5585,0.3899,0.3917,0.3323,0.3317,0.3951985022726012,0.395198502272641,0.3951985022725744
34,0.00227571581790634,-6.921727010428707e-4,0.00115552268525829,-0.40830192516522873,0.02598234902444423,0.02605745023156631,10000,10007,7,6.995103427600679e-4,3.929449385430199,50,20,0.4054651081081644,0.01,0.00523000852019537,0.00295648778159823,-0.00205205060624172,0.00523000852019537,0.00491718431296257,bell,-2.021868429271497,2.427333136978035,0.01260247521888875,1000,500,yes,0.556995640426245,0.5234221064219234,0.629555702580716,0.7273775672554591,0.3906033483905332,0.3945848704521236,0.5883497683362038,0.71679177775062,0.6343,0.7071,0.7095,0.6322,0.6343,0.611,0.6117,0.40343268875270105,0.4034326887527091,0.40343268875264426
35,0.00223051086019647,-6.063916865943776e-4,0.00132322734654369,-0.6959682423634648,0.02735136826054509,0.02782238762267074,10000,10038,38,0.00378561466427575,5.36425226661353,50,20,0.6931471805599453,0.01,0.00516193896906859,0.00302430660231293,-0.00200522175118085,0.00516193896906859,0.0049516011079108,bell,-1.9090897753161955,2.602236955952833,0.02503081431855272,1000,500,yes,0.949047328865866,0.836818003330209,0.9750675471302584,0.9923395082457226,0.7993047197747056,0.8025387881928263,0.9502263708873128,0.9881171427777417,0.9574,0.9695,0.9726,0.9545,0.9574,0.9489,0.9531,0.6896727367230195,0.6896727367230344,0.6896727367229167
36,0.00643468630739377,-0.0023280552448174,0.0041356587513944,-0.40751114229189034,0.03047387732899524,0.03025988892691426,10000,10005,5,4.997501249375312e-4,3.8571714142928535,50,20,0.4054651081081644,0.02,0.00994110398434295,0.00575645947818196,-0.00386386316559101,0.00994110398434295,0.00978046828205837,bell,-2.0330240633532446,2.4384893202160653,0.01933118140412299,1000,500,yes,0.4425096047930408,0.4485218036575655,0.5535898235308101,0.7230460267187447,0.33672681021252937,0.3382203415652808,0.4967355546442726,0.7125504492820561,0.5752,0.655,0.6586,0.5743,0.5752,0.5495,0.55,0.40138997846894753,0.40138997846896274,0.4013899784687416
37,0.00585173192716566,-0.00192716422271868,0.00384150395795822,-0.6954498827963879,0.03230858230432108,0.03189425847565393,10000,10043,43,0.00428158916658369,5.807826346709151,50,20,0.6931471805599453,0.02,0.01002522917796857,0.00610217972861747,-0.00390786402792745,0.01002522917796857,0.01003712062809937,bell,-1.920092470247648,2.6132396587533884,0.03173287666178384,1000,500,yes,0.8735647100420946,0.7799486019518292,0.9469525022213928,0.9918582925551312,0.7237030395019757,0.7235361930893314,0.8925871971516159,0.987492776328447,0.9316,0.9488,0.9549,0.923,0.9316,0.914,0.9236,0.6861807004279831,0.6861807004280105,0.6861807004276146
38,0.01848446773684853,-0.00692482452328235,0.01209313875967639,-0.4029435726612957,0.04492216594385022,0.04327150874687589,10000,10026,26,0.0025932575304209,6.164588528678304,50,20,0.4054651081081644,0.05,0.02517196808927447,0.01507740076161847,-0.00989034299234139,0.02517196808927447,0.02525763051744933,bell,-2.0675487904754006,2.4730135119479013,0.03952168639903645,1000,500,yes,0.27228438764359847,0.311249438291757,0.39086342959750975,0.7097145784410743,0.234739027269738,0.23438285501840697,0.3271137068613145,0.6995035523448999,0.4554,0.5251,0.5356,0.4445,0.4554,0.4208,0.4329,0.3951985022726012,0.395198502272641,0.3951985022725744
39,0.01736447835709685,-0.00629175069057509,0.01166165976840327,-0.6876865299141591,0.04837516909426884,0.04531976643248051,10000,10050,50,0.00497512437810945,8.208457711442787,50,20,0.6931471805599453,0.05,0.02557796204953965,0.01556801013523883,-0.01012442719958941,0.02557796204953965,0.02536813603390828,bell,-1.9541511847934945,2.647298388661804,0.04913864398317117,1000,500,yes,0.6386272397184797,0.643966770433662,0.8170647772114589,0.9902337478127412,0.5351506546774374,0.5370135496627677,0.694414466687823,0.9854182793869048,0.8279,0.8597,0.874,0.8096,0.8279,0.7911,0.8117,0.6755963019601953,0.6755963019602664,0.6755963019601461
40,0.00332700920903422,-0.00121948524943732,0.00218203546898209,-0.4080321491685512,0.01454453882383929,0.01449311124482498,10000,10000,0,0,3.2173,100,20,0.4054651081081644,0.01,0.00523000852019537,0.00295648778159823,-0.00205205060624172,0.00523000852019537,0.00491718431296257,bell,-2.021868429271497,2.427333136978035,0.01260247521888875,2000,1000,yes,0.7303620965292912,0.6779233813791392,0.8382379394399895,0.9524527445092948,0.5809896913250854,0.5897305653754162,0.7846489889649472,0.947669462174773,0.8528,0.8915,0.8942,0.8489,0.8528,0.8358,0.8386,0.40343268875270105,0.4034326887527091,0.40343268875264426
41,0.00760856497677907,-0.00290602600372945,0.00491877892625459,-0.4049359415581811,0.0186188048917346,0.01809366530934174,10000,10002,2,1.999600079984003e-4,3.620475904819036,100,20,0.4054651081081644,0.02,0.00994110398434295,0.00575645947818196,-0.00386386316559101,0.00994110398434295,0.00978046828205837,bell,-2.0330240633532446,2.4384893202160653,0.01933118140412299,2000,1000,yes,0.5527873602740984,0.5621215036257664,0.7272896415559521,0.9506042138172408,0.4696010386009577,0.4726228024496658,0.6427513187177052,0.9457538442849984,0.78,0.8277,0.8329,0.7727,0.78,0.7578,0.7629,0.40138997846894753,0.40138997846896274,0.4013899784687416
42,0.01895654318620378,-0.00705145333320095,0.01273082757182085,-0.4019267343256599,0.03182262582824939,0.0299598657229783,10000,10013,13,0.0012983121941476,5.244981524018775,100,20,0.4054651081081644,0.05,0.02517196808927447,0.01507740076161847,-0.00989034299234139,0.02517196808927447,0.02525763051744933,bell,-2.0675487904754006,2.4730135119479013,0.03952168639903645,2000,1000,yes,0.3078957223969723,0.3612043880464408,0.47742710175624287,0.9446488724836302,0.28728604523554335,0.28670866822025487,0.3855777333546974,0.9396017990496074,0.6066,0.6663,0.6846,0.5875,0.6066,0.565,0.5821,0.3951985022726012,0.395198502272641,0.3951985022725744
43,0.00384974665857553,-0.00141367122934249,0.00229343070788967,-0.4061508548626677,0.01178391694030136,0.01171583294749073,10000,10000,0,0,2.6321,50,50,0.4054651081081644,0.01,0.00523000852019537,0.00295648778159823,-0.00205205060624172,0.00523000852019537,0.00491718431296257,bell,-2.021868429271497,2.427333136978035,0.01260247521888875,2500,1250,no,0.9139799014268128,0.8910056668140202,0.9517292925204128,0.9820419365002928,0.7579910229187594,0.7630760070645921,0.9321612608537776,0.9795990169184048,0.9535,0.9525,0.9535,0.9444,0.9457,0.9426,0.9437,0.40343268875270105,0.4034326887527091,0.40343268875264426
44,0.00843824425888806,-0.00316422473186551,0.00516511538005445,-0.40485914127706807,0.01414002577878563,0.01390399250950887,10000,10000,0,0,2.7969,50,50,0.4054651081081644,0.02,0.00994110398434295,0.00575645947818196,-0.00386386316559101,0.00994110398434295,0.00978046828205837,bell,-2.0330240633532446,2.4384893202160653,0.01933118140412299,2500,1250,no,0.8186845820207375,0.8249555137943599,0.911820021349624,0.9811144389296352,0.6817860011861727,0.6840884381571144,0.8699326823597766,0.9786070763638204,0.9151,0.9126,0.9151,0.899,0.9014,0.8953,0.8968,0.40138997846894753,0.40138997846896274,0.4013899784687416
45,0.02230532192162552,-0.00873208065133749,0.01419002536627074,-0.401358063201953,0.02152727841699304,0.02083342108951673,10000,10000,0,0,3.1797,50,50,0.4054651081081644,0.05,0.02517196808927447,0.01507740076161847,-0.00989034299234139,0.02517196808927447,0.02525763051744933,bell,-2.0675487904754006,2.4730135119479013,0.03952168639903645,2500,1250,no,0.571804310092336,0.6407999076776064,0.7583254247978289,0.978050493047902,0.4981362739652631,0.497404430986731,0.6667016720507707,0.9753451743091238,0.7914,0.7868,0.7914,0.764,0.7712,0.7569,0.7647,0.3951985022726012,0.395198502272641,0.3951985022725744
46,0.00462750150802758,-0.00185084800818121,0.00271180496119716,-0.4042932718257374,0.0062095100771483,0.00615568220812854,10000,10000,0,0,2.3415,50,100,0.4054651081081644,0.01,0.00523000852019537,0.00295648778159823,-0.00205205060624172,0.00523000852019537,0.00491718431296257,bell,-2.021868429271497,2.427333136978035,0.01260247521888875,5000,2500,no,0.9969578503825848,0.9946754125542738,0.9992167260168218,0.9999215339766512,0.9641948659915014,0.9659805386091171,0.9982608591088028,0.9998941667479712,0.997,0.997,0.997,0.9969,0.997,0.9969,0.997,0.40343268875270105,0.4034326887527091,0.40343268875264426
47,0.00909340324969779,-0.00346679221447797,0.0055350275423716,-0.40350523492576074,0.00755624194677685,0.00743773612011159,10000,10000,0,0,2.5118,50,100,0.4054651081081644,0.02,0.00994110398434295,0.00575645947818196,-0.00386386316559101,0.00994110398434295,0.00978046828205837,bell,-2.0330240633532446,2.4384893202160653,0.01933118140412299,5000,2500,no,0.9821044195993558,0.9835502851982514,0.9967744744804056,0.999911855038056,0.9306088515450822,0.9318197002791018,0.9918994026295768,0.999881887703235,0.991,0.991,0.991,0.9905,0.9907,0.9902,0.9903,0.40138997846894753,0.40138997846896274,0.4013899784687416
48,0.0236358801034336,-0.00936667161413906,0.0142476088982733,-0.39859731400341575,0.01173733932939432,0.01138167286653674,10000,10000,0,0,2.8702,50,100,0.4054651081081644,0.05,0.02517196808927447,0.01507740076161847,-0.00989034299234139,0.02517196808927447,0.02525763051744933,bell,-2.0675487904754006,2.4730135119479013,0.03952168639903645,5000,2500,no,0.8571886372062834,0.9068835980822004,0.9643139663321438,0.9998752068887402,0.7896585076668783,0.7889093153694906,0.9223590919236524,0.9998359580524284,0.9469,0.9456,0.9469,0.942,0.9426,0.941,0.9419,0.3951985022726012,0.395198502272641,0.3951985022725744
49,3.1055088858737505e-4,5.661275868222278e-4,-0.00191368600561241,-0.4072714508433849,0.04235305898119866,0.04221602592091369,10000,10027,27,0.002692729629999,5.090218803077231,50,10,0.4054651081081644,0.01,0.00513845085351359,9.292716192353716e-4,0.00150169088580933,0.00513845085351359,0.00509082897481606,common,-2.0218688899017336,-1.2028110335878195,0.01291175527962738,500,250,yes,0.31821646095370004,0.29488750021423293,0.367931601541121,0.44111581218354456,0.2211463498490736,0.35834696271052,0.35870093114296553,0.4348162215714013,0.3805,0.5456,0.5454,0.3793,0.3805,0.3205,0.321,0.40343268875270105,0.4034326887527091,0.4034326887526287
50,3.348532626728871e-4,7.825681522046173e-4,-0.00200891634463846,-0.6958817353589568,0.04477552604973768,0.04470593701064086,10000,10044,44,0.00438072481083233,6.3138096188385555,50,10,0.6931471805599453,0.01,0.00503839344489988,9.3681459391213e-4,0.00144157599949555,0.00503839344489988,0.00496452367338316,common,-1.9090894474606124,-1.0825242355095177,0.02401909970344155,500,250,yes,0.7199000322230407,0.5570478611609594,0.7937164617773179,0.872307874809917,0.5096139278104026,0.7647778988423153,0.765712769101841,0.8523460149720588,0.7348,0.8641,0.8625,0.7343,0.7348,0.6721,0.6739,0.6896727367230195,0.6896727367230344,0.6896727367229596
51,0.00369216130011088,0.00177188446794987,-0.00115723422827443,-0.4047044204916906,0.04869441163093348,0.04882142952658461,10000,10038,38,0.00378561466427575,5.2926780541404455,50,10,0.4054651081081644,0.02,0.00974822969772573,0.00185348504075634,0.00296299014803118,0.00974822969772573,0.00986127447943029,common,-2.0330251341903427,-1.2098394065121356,0.01739181767323472,500,250,yes,0.24942043091471633,0.2634426669313994,0.3177291635471945,0.43749844440904406,0.19254090774817303,0.3080487548084315,0.3085837486926648,0.4313170032673544,0.3508,0.5131,0.5116,0.3515,0.3508,0.2947,0.2945,0.40138997846894753,0.4013899784689632,0.4013899784689496
52,0.003819857200192,0.00163694683380465,-0.00127448443219303,-0.6961663746783636,0.05074872880783084,0.05079273704869744,10000,10061,61,0.00606301560481065,6.023457776003195,50,10,0.6931471805599453,0.02,0.00994698245548732,0.0019221556339004,0.0030385619442695,0.00994698245548732,0.01007600897437107,common,-1.9200930639067004,-1.0894340887185665,0.02793907985829265,500,250,yes,0.5926817825125965,0.5184257373068616,0.7162979969377282,0.8690019010155052,0.4396724649128535,0.6826039629748868,0.6845371236116085,0.8490308571001943,0.7007,0.8315,0.8324,0.7001,0.7007,0.6374,0.6395,0.6861807004279831,0.6861807004280105,0.686180700427987
53,0.01414861644858679,0.00525620970682669,0.00122203976245825,-0.4056795264464767,0.06884267844520135,0.06876944389588323,10000,10059,59,0.00586539417437121,6.251147933719305,50,10,0.4054651081081644,0.05,0.02509332129102622,0.00471865750101695,0.00747158799847797,0.02509332129102622,0.02515097742429944,common,-2.067549125977829,-1.23159059181798,0.03414358076121956,500,250,yes,0.15804881648243335,0.1915432867074316,0.2209615376235553,0.4265671848451093,0.13901056687685234,0.21504649715513233,0.21959205852481745,0.4207376884661881,0.2866,0.446,0.4464,0.2881,0.2866,0.2353,0.2362,0.3951985022726012,0.395198502272641,0.39519850227261855
54,0.01310999606332973,0.00512399067611244,0.00106394947831927,-0.692964774618408,0.06976536137012149,0.06948386381505797,10000,10088,88,0.00872323552735923,6.85315243415802,50,10,0.6931471805599453,0.05,0.02446496330743793,0.0047564018081213,0.00746722907179749,0.02446496330743793,0.02479841432778171,common,-1.9541518011800405,-1.11082484257754,0.0442964579039669,500,250,yes,0.3732777439178536,0.40030067255078416,0.5359731919617182,0.8586224211983425,0.3107146484813941,0.5042193301374612,0.5160999527325705,0.8386609078705032,0.5915,0.7373,0.739,0.5908,0.5915,0.5279,0.5307,0.6755963019601953,0.6755963019602664,0.6755963019602254
55,0.00165988891045716,8.916870851587144e-4,-6.061712693912406e-4,-0.4072004950417813,0.02371318373764476,0.02374821090920584,10000,10006,6,5.996402158704777e-4,4.136186381361864,100,10,0.4054651081081644,0.01,0.00513845085351359,9.292716192353716e-4,0.00150169088580933,0.00513845085351359,0.00509082897481606,common,-2.0218688899017336,-1.2028110335878195,0.01291175527962738,1000,500,yes,0.4443452129044827,0.3978197411335934,0.551825914397988,0.7273774887995836,0.3354479036493397,0.5393001767461334,0.5400829772592652,0.7189534418965152,0.5921,0.7463,0.7451,0.5929,0.5921,0.5249,0.5245,0.40343268875270105,0.4034326887527091,0.4034326887526287
56,0.00544536362513154,0.00215527036493034,3.0051721997561117e-4,-0.4048516564449264,0.02954896618812983,0.02964448018211453,10000,10023,23,0.00229472213908011,4.428771368589423,100,10,0.4054651081081644,0.02,0.00974822969772573,0.00185348504075634,0.00296299014803118,0.00974822969772573,0.00986127447943029,common,-2.0330251341903427,-1.2098394065121356,0.01739181767323472,1000,500,yes,0.31553458834715997,0.34030796828805115,0.44522739798794886,0.7230458979894447,0.2671228416193553,0.4313346282336959,0.4369071432575743,0.71469500862537,0.5317,0.6904,0.6893,0.5321,0.5317,0.4673,0.4676,0.40138997846894753,0.4013899784689632,0.4013899784689496
57,0.01653570429091885,0.00569577416023605,0.00252703165963431,-0.40488357076042686,0.04792422749139487,0.0480082457900685,10000,10048,48,0.00477707006369426,5.286156612065521,100,10,0.4054651081081644,0.05,0.02509332129102622,0.00471865750101695,0.00747158799847797,0.02509332129102622,0.02515097742429944,common,-2.067549125977829,-1.23159059181798,0.03414358076121956,1000,500,yes,0.17646961502375141,0.22414563873580545,0.27007436978828897,0.7097145370295,0.1660539860113251,0.26253400260468673,0.2812452734729946,0.7015943410891409,0.396,0.5573,0.5573,0.3971,0.396,0.34,0.342,0.3951985022726012,0.395198502272641,0.39519850227261855
58,0.0022171009317745,9.70657854490115e-4,-5.146442570532068e-4,-0.40731374098499307,0.02559960961408567,0.02556477452865741,10000,10000,0,0,3.1192,50,20,0.4054651081081644,0.01,0.00513845085351359,9.292716192353716e-4,0.00150169088580933,0.00513845085351359,0.00509082897481606,common,-2.0218688899017336,-1.2028110335878195,0.01291175527962738,1000,500,yes,0.5569955639618844,0.5196811249072079,0.6311036185295675,0.7273774887995836,0.3917597789121984,0.617397477257618,0.6179086224556573,0.7189534418965152,0.642,0.7198,0.7197,0.6419,0.642,0.6202,0.6192,0.40343268875270105,0.4034326887527091,0.4034326887526287
59,0.00201871630509822,0.0010014751583955401,-4.1799958304983607e-4,-0.6940706975674038,0.0266971823510034,0.02660811801750578,10000,10001,1,9.999000099990002e-5,3.1181,50,20,0.6931471805599453,0.01,0.00503839344489988,9.3681459391213e-4,0.00144157599949555,0.00503839344489988,0.00496452367338316,common,-1.9090894474606124,-1.0825242355095177,0.02401909970344155,1000,500,yes,0.949047348148806,0.844891606516103,0.9756167983859626,0.9923395129843854,0.8012033909753196,0.9665660949283964,0.9668851812645796,0.9890439010850738,0.9582,0.9728,0.9723,0.9588,0.9582,0.9533,0.9531,0.6896727367230195,0.6896727367230344,0.6896727367229596
60,0.00631950156573686,0.00229737524263475,2.0880495644076243e-4,-0.4041148474657901,0.02968856074519405,0.02960742972738654,10000,10001,1,9.999000099990002e-5,3.1935,50,20,0.4054651081081644,0.02,0.00974822969772573,0.00185348504075634,0.00296299014803118,0.00974822969772573,0.00986127447943029,common,-2.0330251341903427,-1.2098394065121356,0.01739181767323472,1000,500,yes,0.4425094968193018,0.4669158149439326,0.5562324917412627,0.7230458979894447,0.33852162967423527,0.5409283537759977,0.54178134666367,0.71469500862537,0.5882,0.6687,0.6704,0.5876,0.5882,0.5655,0.5656,0.40138997846894753,0.4013899784689632,0.4013899784689496
61,0.00631386480546889,0.00225923654299824,3.625721034434253e-4,-0.6922852010757179,0.03082083697036315,0.03067246710952518,10000,10001,1,9.999000099990002e-5,3.199,50,20,0.6931471805599453,0.02,0.00994698245548732,0.0019221556339004,0.0030385619442695,0.00994698245548732,0.01007600897437107,common,-1.9200930639067004,-1.0894340887185665,0.02793907985829265,1000,500,yes,0.8735646774038126,0.8098067674612738,0.9474485516619238,0.991858287633116,0.7248018850323494,0.9310404725046524,0.932054184798958,0.9884481695948532,0.9262,0.9496,0.9495,0.9265,0.9262,0.9175,0.9187,0.6861807004279831,0.6861807004280105,0.686180700427987
62,0.01817931398262283,0.00611812787433951,0.00278331576331163,-0.39831475035905595,0.04157027250294078,0.04144139327301777,10000,10005,5,4.997501249375312e-4,3.3928,50,20,0.4054651081081644,0.05,0.02509332129102622,0.00471865750101695,0.00747158799847797,0.02509332129102622,0.02515097742429944,common,-2.067549125977829,-1.23159059181798,0.03414358076121956,1000,500,yes,0.27228436600539585,0.33663428481677776,0.3914216403459197,0.7097145370295,0.23506718207106864,0.3805575307075846,0.38891351332721114,0.7015943410891409,0.4643,0.5429,0.5441,0.4625,0.4643,0.4384,0.4407,0.3951985022726012,0.395198502272641,0.39519850227261855
63,0.01785179929852154,0.00617850863052458,0.00272694124553285,-0.6920036880722753,0.04295225288764107,0.04267947527593339,10000,10002,2,1.999600079984003e-4,3.4022,50,20,0.6931471805599453,0.05,0.02446496330743793,0.0047564018081213,0.00746722907179749,0.02446496330743793,0.02479841432778171,common,-1.9541518011800405,-1.11082484257754,0.0442964579039669,1000,500,yes,0.638627177808766,0.6753220845233971,0.8262728616243592,0.9902337398066466,0.5451705090049742,0.7958250907868407,0.8075578404082148,0.986463282958903,0.8424,0.8813,0.8812,0.8407,0.8424,0.827,0.8294,0.6755963019601953,0.6755963019602664,0.6755963019602254
64,0.00331125969338575,0.00112165043702552,1.7480271550939953e-4,-0.40315203802773913,0.01451316962711663,0.01449244226221169,10000,10000,0,0,3.0475,100,20,0.4054651081081644,0.01,0.00513845085351359,9.292716192353716e-4,0.00150169088580933,0.00513845085351359,0.00509082897481606,common,-2.0218688899017336,-1.2028110335878195,0.01291175527962738,2000,1000,yes,0.7303620182288795,0.6720461031209927,0.8403947418337978,0.9524527114074436,0.583524220392961,0.8292955801923084,0.8300022212383471,0.9486300437868072,0.8582,0.8974,0.8984,0.8574,0.8582,0.8429,0.8439,0.40343268875270105,0.4034326887527091,0.4034326887526287
65,0.00715443265489837,0.00244166696880408,0.00106159838465415,-0.4028850085513752,0.01836486872341308,0.01830259639164886,10000,10001,1,9.999000099990002e-5,3.1183,100,20,0.4054651081081644,0.02,0.00974822969772573,0.00185348504075634,0.00296299014803118,0.00974822969772573,0.00986127447943029,common,-2.0330251341903427,-1.2098394065121356,0.01739181767323472,2000,1000,yes,0.5527872356005323,0.5908457723128309,0.7314043361294117,0.95060415825552,0.4732335961914189,0.7147165506362778,0.7214803190010265,0.946727572931248,0.7844,0.8361,0.8362,0.7833,0.7844,0.7644,0.7657,0.40138997846894753,0.4013899784689632,0.4013899784689496
66,0.01917905278287108,0.00628528405607318,0.00352856217427399,-0.40363242899058827,0.02939324116535578,0.02930215535407046,10000,10003,3,2.9991002699190244e-4,3.3651,100,20,0.4054651081081644,0.05,0.02509332129102622,0.00471865750101695,0.00747158799847797,0.02509332129102622,0.02515097742429944,common,-2.067549125977829,-1.23159059181798,0.03414358076121956,2000,1000,yes,0.3078956977123465,0.3972361537453792,0.4782736977072494,0.9446488533546132,0.2878184811373803,0.4653502273948834,0.4971305492469804,0.9406142311949374,0.6195,0.6911,0.6907,0.6178,0.6195,0.598,0.5991,0.3951985022726012,0.395198502272641,0.39519850227261855
67,0.00413170444331051,0.00125190823050673,2.8770465091450124e-4,-0.4060435152994216,0.01148349504548183,0.0114605952645943,10000,10000,0,0,2.5183,50,50,0.4054651081081644,0.01,0.00513845085351359,9.292716192353716e-4,0.00150169088580933,0.00513845085351359,0.00509082897481606,common,-2.0218688899017336,-1.2028110335878195,0.01291175527962738,2500,1250,no,0.9139798533544096,0.8882065635479529,0.9523759972919356,0.9820419199948044,0.7594755117474292,0.9464343897292308,0.9466648019594204,0.980092022698122,0.952,0.9521,0.952,0.9444,0.9438,0.9413,0.9412,0.40343268875270105,0.4034326887527091,0.4034326887526287
68,0.00859223550372463,0.00265926475071307,0.00126116287413304,-0.40441878384736185,0.01345997286316225,0.01342732674747919,10000,10000,0,0,2.5605,50,50,0.4054651081081644,0.02,0.00974822969772573,0.00185348504075634,0.00296299014803118,0.00974822969772573,0.00986127447943029,common,-2.0330251341903427,-1.2098394065121356,0.01739181767323472,2500,1250,no,0.8186844680309664,0.8432096465637811,0.91349918197354,0.9811144108796312,0.6845515691962809,0.9034578987088012,0.9040379478200934,0.9791127394048168,0.9217,0.9219,0.9217,0.909,0.9088,0.9053,0.9053,0.40138997846894753,0.4013899784689632,0.4013899784689496
69,0.02144193355783786,0.00685320555478861,0.00399588300087286,-0.39927197343024295,0.01912054366196728,0.01906690674068814,10000,10000,0,0,2.7509,50,50,0.4054651081081644,0.05,0.02509332129102622,0.00471865750101695,0.00747158799847797,0.02509332129102622,0.02515097742429944,common,-2.067549125977829,-1.23159059181798,0.03414358076121956,2500,1250,no,0.5718042696531412,0.6816430005740989,0.7590420906006972,0.9780504830263196,0.4988100106396487,0.7448332041242616,0.7558106528727866,0.975889761308814,0.812,0.8135,0.812,0.7908,0.7903,0.7859,0.7858,0.3951985022726012,0.395198502272641,0.39519850227261855
70,0.00430636205432877,0.00141736380412832,5.775762370172165e-4,-0.4029860400082582,0.00598267763402363,0.00597664955030312,10000,10000,0,0,2.228,50,100,0.4054651081081644,0.01,0.00513845085351359,9.292716192353716e-4,0.00150169088580933,0.00513845085351359,0.00509082897481606,common,-2.0218688899017336,-1.2028110335878195,0.01291175527962738,5000,2500,no,0.9969578463707952,0.994345549702954,0.999241037164798,0.9999215338101196,0.9647217816981328,0.9990007545261992,0.9990107895502482,0.9998999840989816,0.9979,0.9979,0.9979,0.9978,0.9979,0.9977,0.9977,0.40343268875270105,0.4034326887527091,0.4034326887526287
71,0.00910404772262564,0.00280240111981839,0.00153824476524802,-0.4034091188398939,0.0070432948881522,0.00703150833105807,10000,10000,0,0,2.3031,50,100,0.4054651081081644,0.02,0.00974822969772573,0.00185348504075634,0.00296299014803118,0.00974822969772573,0.00986127447943029,common,-2.0330251341903427,-1.2098394065121356,0.01739181767323472,5000,2500,no,0.982104392661031,0.9873568001347088,0.996917578376546,0.9999118547355752,0.9320617261071138,0.9960045692058054,0.9960610968540012,0.9998882436211451,0.9932,0.9934,0.9932,0.9924,0.9924,0.9922,0.9922,0.40138997846894753,0.4013899784689632,0.4013899784689496
72,0.02385864533861945,0.0072259602099893,0.00434372522210334,-0.3955855587953068,0.01024447457316731,0.01022650609571702,10000,10000,0,0,2.4898,50,100,0.4054651081081644,0.05,0.02509332129102622,0.00471865750101695,0.00747158799847797,0.02509332129102622,0.02515097742429944,common,-2.067549125977829,-1.23159059181798,0.03414358076121956,5000,2500,no,0.857188604332414,0.9305332282129266,0.9645684196633572,0.999875206756864,0.7903468282896589,0.9593197753612852,0.9634125161521856,0.999844229611709,0.9618,0.9617,0.9618,0.9593,0.9592,0.9589,0.9588,0.3951985022726012,0.395198502272641,0.39519850227261855
73,8.224185003608377e-4,8.017342076756519e-4,-0.00125667186204155,-0.4039362933619965,0.02464241794237017,0.02482281590431494,10000,10000,0,0,4.1352,50,10,0.4054651081081644,0.01,0.00505726896434369,8.008906316459745e-4,-3.543616204591332e-4,0.00505726896434369,0.00506349961186723,even,-0.5159877182027522,0.8759268660862634,0.01819477386905188,500,250,yes,0.5204764180117243,0.4305966416344083,0.5940176955499512,0.6880237455936419,0.47039485777728907,0.4760361742075317,0.5659648435864213,0.6851995154425294,0.5517,0.7136,0.7125,0.5547,0.5517,0.4956,0.493,0.40343268875270105,0.4034326887526999,0.40343268875268407
