scena,mean_est_beta_treat,mean_var_beta_treat,mean_sandwich_var_beta_treat,n_success,n_tried,n_bad,fail_rate,count_iter,mean_est_rho_1_1,mean_est_rho_1_2,mean_est_rho_2_2,mean_est_rho_1_3,mean_est_rho_2_3,mean_est_rho_3_3,cluster_sizes,number_clusters,beta_X_list,latent_ICC,rho11,rho12,rho22,bin_rho0,bin_rho01,mean_rank_icc,ordinal_dist_type,N,m,gamma0,gamma1,gamma2,small_cluster,WH_DE_latent_icc,WH_DE_rank_icc,WH,GEE_bin1,GEE_bin2,GEE_exch,GEE_indep,Empirical,Empirical_noadj_model_based,Empirical_noadj_sandwich,Empirical_adj_model_based_K_ncat,Empirical_adj_sandwich_K_ncat,marginal_lor_by_bridge,theta_R_bin,theta_R_bin2
35,-0.4043642633219474,0.00479804558397655,0.00476986414349862,10000,10000,0,0,2.6707,0.00934598431893089,3.771208702173647e-4,0.00442417307346939,-0.00408819883309072,-0.00131252238875975,0.00251609560736424,50,100,0.4054651081081644,0.02,0.00998729803154895,3.3391268353117346e-4,0.00460291914857808,0.00998729803154895,0.00999310978683011,0.02379600440802583,bell2,5000,2500,-2.033023753051062,1.0667846664317633,2.438490454034623,no,0.9990415614909862,0.9983474814930223,0.9999998782132777,0.9302594453632664,0.9995637628668247,0.9998045569633001,0.9999998376495692,0.9998,0.9998,0.9998,0.9998,0.9998,0.40138997846894753,0.40138997846896274,0.40138997846889535
36,-0.3979350494011405,0.00737165100211802,0.00731271137350222,10000,10000,0,0,3.037,0.02372841846419498,8.023079688073633e-4,0.0112364864586943,-0.01040024987622933,-0.00372175841442053,0.00683854963989059,50,100,0.4054651081081644,0.05,0.0244621688097356,8.43883142633667e-4,0.0118063089985665,0.0244621688097356,0.02518431299860517,0.04290162289644682,bell2,5000,2500,-2.067548284392464,1.080067558522768,2.473014182070595,no,0.9653369224866075,0.9807501383339731,0.9999997822084533,0.7958879469654554,0.9890768211622863,0.9909635439921193,0.9999997150531904,0.9933,0.993,0.9933,0.9914,0.9916,0.39519850227260117,0.395198502272641,0.3951985022725951
37,-0.4020048748004639,0.02394354859761665,0.02397914967125355,10000,10093,93,0.0092143069454077,12.31806438791733,0.00132078941630407,0.00111751355074761,-0.00135187858899801,4.4215367997117017e-4,6.74443669671472e-4,-0.00148217373361132,50,10,0.4054651081081644,0.01,0.00517040066565482,8.576852164782205e-4,7.317975753869479e-4,0.00517040066565482,0.00507114196099667,0.01592918569816168,common,500,250,-2.0218689949807644,-1.2028109133687603,-0.2088770340586156,yes,0.46400622130780167,0.40400283062407655,0.6246212386502931,0.35741879331056287,0.5025590277471945,0.515084975252813,0.6210091997488297,0.4248,0.7007,0.7,0.4251,0.4248,0.40343268875270105,0.4034326887526283,0.40343268875265825
38,-0.4006161143123778,0.02833555844496361,0.02844183159925903,10000,10098,98,0.00970489205783323,12.816764326149569,0.00444169954601444,0.00228981692810294,-5.869191261962019e-4,8.889851520486309e-4,0.00124625535255187,-9.253076849011872e-4,50,10,0.4054651081081644,0.02,0.01015443025636524,0.00174309545787781,0.00146773080951095,0.01015443025636524,0.01006576432483053,0.02238224262371262,common,500,250,-2.0330244414880587,-1.2098390497118188,-0.21092987353681517,yes,0.36455278400252233,0.3498360433085285,0.6202389650070625,0.30558613641845556,0.43213701565186624,0.43774947960586297,0.6166862533629698,0.3872,0.6679,0.6666,0.388,0.3872,0.40138997846894753,0.40138997846894964,0.4013899784689634
39,-0.4009996262419612,0.04326151950548291,0.04334545761827912,10000,10170,170,0.01671583087512291,17.110759493670887,0.01401765326323372,0.00617227692074866,0.00178540582675631,0.00265100396923257,0.00321020632331617,0.00132962531438472,50,10,0.4054651081081644,0.05,0.02491590475441047,0.00440168801369788,0.00388730281666592,0.02491590475441047,0.02505788659760843,0.03813681552360768,common,500,250,-2.0675496033957668,-1.231591024628098,-0.21728371991256432,yes,0.2247142743865979,0.262747220709447,0.6068636955356735,0.21593371521643426,0.3023530435404106,0.30258434782412674,0.6034913216065648,0.3038,0.5699,0.5717,0.3046,0.3038,0.39519850227260117,0.3951985022726183,0.3951985022726057
40,-0.4053732539568882,0.01554826560676342,0.01554463266887252,10000,10000,0,0,3.8719,0.00241768894759508,0.00111974505139457,-3.2798404377883247e-4,4.8211927404157127e-4,6.111868033427795e-4,-4.872226641872521e-4,50,20,0.4054651081081644,0.01,0.00517040066565482,8.576852164782205e-4,7.317975753869479e-4,0.00517040066565482,0.00507114196099667,0.01592918569816168,common,1000,500,-2.0218689949807644,-1.2028109133687603,-0.2088770340586156,yes,0.7530362346927033,0.6801757280432648,0.8969340082197689,0.6160553549940369,0.7941527261937693,0.8065715005455003,0.8939127973094765,0.7806,0.8633,0.8643,0.7804,0.7806,0.40343268875270105,0.4034326887526283,0.40343268875265825
41,-0.40482113776947354,0.01875072554817306,0.01870131695915546,10000,10001,1,9.999000099990002e-5,4.071192880711929,0.00691478507114492,0.00258047707350846,4.768741753612185e-4,8.966058720944311e-4,0.00126450743200191,2.891311447709967e-4,50,20,0.4054651081081644,0.02,0.01015443025636524,0.00174309545787781,0.00146773080951095,0.01015443025636524,0.01006576432483053,0.02238224262371262,common,1000,500,-2.0330244414880587,-1.2098390497118188,-0.21092987353681517,yes,0.6263037610528887,0.6049929028969455,0.8939749317774836,0.5369911460430897,0.7156962663452848,0.7224945417643198,0.8909445437774346,0.7061,0.8061,0.8067,0.7058,0.7061,0.40138997846894753,0.40138997846894964,0.4013899784689634
42,-0.402769596412604,0.02814401902733259,0.02804370652868851,10000,10006,6,5.996402158704777e-4,4.816310213871677,0.01915401954470776,0.00670414326726776,0.00309779312301222,0.00236027083217676,0.00329283433310928,0.00247756711722347,50,20,0.4054651081081644,0.05,0.02491590475441047,0.00440168801369788,0.00388730281666592,0.02491590475441047,0.02505788659760843,0.03813681552360768,common,1000,500,-2.0675496033957668,-1.231591024628098,-0.21728371991256432,yes,0.39827202162978986,0.4657177937325483,0.8846320613209786,0.38219219261142373,0.531795198347971,0.5321679431712614,0.8815806515783435,0.5529,0.6721,0.6716,0.5518,0.5529,0.39519850227260117,0.3951985022726183,0.3951985022726057
43,-0.4050727251511244,0.00723754079449329,0.00723279405925748,10000,10000,0,0,2.8384,0.00397592550445822,0.00132138810214226,3.9420531444355654e-4,4.859591830824054e-4,6.441993273990209e-4,3.027213863463542e-4,50,50,0.4054651081081644,0.01,0.00517040066565482,8.576852164782205e-4,7.317975753869479e-4,0.00517040066565482,0.00507114196099667,0.01592918569816168,common,2500,1250,-2.0218689949807644,-1.2028109133687603,-0.2088770340586156,no,0.986811964111493,0.9698972029880757,0.9991583128375944,0.9458260801233115,0.9925949994601856,0.9939157531318923,0.9990697869275477,0.9918,0.9917,0.9918,0.9898,0.9898,0.40343268875270105,0.4034326887526283,0.40343268875265825
44,-0.4031219463147883,0.00868029937410063,0.00866512233392463,10000,10000,0,0,2.937,0.00855923036967152,0.00275955786683344,0.00133927155651676,9.9053032229423e-4,0.00123920169556338,9.868521545035906e-4,50,50,0.4054651081081644,0.02,0.01015443025636524,0.00174309545787781,0.00146773080951095,0.01015443025636524,0.01006576432483053,0.02238224262371262,common,2500,1250,-2.0330244414880587,-1.2098390497118188,-0.21092987353681517,no,0.9503507005565187,0.9406266859641124,0.9990809990091215,0.9007487852178244,0.9793459451094824,0.9808815901717236,0.9989866427774966,0.9795,0.9793,0.9795,0.9728,0.973,0.40138997846894753,0.40138997846894964,0.4013899784689634
45,-0.4004912391304382,0.01307739979018557,0.01305319384691981,10000,10000,0,0,3.1378,0.0226234900045741,0.0069560615381342,0.00414636684008836,0.00227823630305485,0.00337816052830472,0.00336981520320306,50,50,0.4054651081081644,0.05,0.02491590475441047,0.00440168801369788,0.00388730281666592,0.02491590475441047,0.02505788659760843,0.03813681552360768,common,2500,1250,-2.0675496033957668,-1.231591024628098,-0.21728371991256432,no,0.7677198375834909,0.8420627943849383,0.9988050608153661,0.7470064357830185,0.8970929495280773,0.8973582883091831,0.9986910949362732,0.9145,0.9136,0.9145,0.8952,0.897,0.39519850227260117,0.3951985022726183,0.3951985022726057
46,-0.4040447416736304,0.00381151648162922,0.00380812025734293,10000,10000,0,0,2.4407,0.00469230432285551,0.00140872097777206,6.713084973990314e-4,4.158877394705476e-4,6.86425118730489e-4,4.810782001679744e-4,50,100,0.4054651081081644,0.01,0.00517040066565482,8.576852164782205e-4,7.317975753869479e-4,0.00517040066565482,0.00507114196099667,0.01592918569816168,common,5000,2500,-2.0218689949807644,-1.2028109133687603,-0.2088770340586156,no,0.99996129623479,0.9997393383162477,0.9999999261549081,0.9989739786424742,0.9999896992947025,0.9999934248255089,0.9999999067866812,1,1,1,1,1,0.40343268875270105,0.4034326887526283,0.40343268875265825
47,-0.402221884501969,0.00460644640647343,0.00460094384843611,10000,10000,0,0,2.5136,0.00919376332075943,0.00289900739757197,0.00160260375933822,9.971766353446996e-4,0.00137536806663431,0.00123814530565185,50,100,0.4054651081081644,0.02,0.01015443025636524,0.00174309545787781,0.00146773080951095,0.01015443025636524,0.01006576432483053,0.02238224262371262,common,5000,2500,-2.0330244414880587,-1.2098390497118188,-0.21092987353681517,no,0.9991634146350408,0.9987281590225129,0.999999909996997,0.9957342936586958,0.99989110723974,0.9999089110084077,0.9999998869661765,0.9994,0.9994,0.9994,0.9993,0.9993,0.40138997846894753,0.40138997846894964,0.4013899784689634
48,-0.3978200958312652,0.0069050217878382,0.00689249424920655,10000,10000,0,0,2.7111,0.02384430680890872,0.00723026773213761,0.00434467232709342,0.00235773961834098,0.00336915583917128,0.00354793331308571,50,100,0.4054651081081644,0.05,0.02491590475441047,0.00440168801369788,0.00388730281666592,0.02491590475441047,0.02505788659760843,0.03813681552360768,common,5000,2500,-2.0675496033957668,-1.231591024628098,-0.21728371991256432,no,0.9675640962316869,0.9871349115137937,0.9999998373338528,0.9601505492235166,0.9953530493585464,0.9953813639807656,0.9999997987276368,0.9946,0.9946,0.9946,0.9935,0.9936,0.39519850227260117,0.3951985022726183,0.3951985022726057
49,-0.4063277881239939,0.02005140869905426,0.02047246945405267,10000,10052,52,0.00517309988062077,7.37925881649731,0.00130453636377562,8.974024352803872e-4,-0.00139173869557549,-3.1145076643742525e-4,9.079805598206036e-4,-0.00144563780555011,50,10,0.4054651081081644,0.01,0.005054821922011,4.7723072236650194e-4,7.138211856116247e-4,0.005054821922011,0.00504060189606158,0.01711377124834828,even,500,250,-0.911646705010349,0.2027325451854841,1.317111793888632,yes,0.49987601706408535,0.4600122378600137,0.6654279678873962,0.41023287541333703,0.5197014268725083,0.5506749354415325,0.6625639014877676,0.4887,0.7588,0.7573,0.494,0.4887,0.40343268875270105,0.4034326887527021,0.4034326887527027
50,-0.4035221078919013,0.02508298299083564,0.02534419450361397,10000,10046,46,0.00457893689030459,7.071385842472583,0.00606086420462219,0.00145699890165044,-8.717719516858186e-4,-0.00142620851496055,0.00119095959914778,-7.747381518894447e-4,50,10,0.4054651081081644,0.02,0.01004023760769139,9.790610550575506e-4,0.00140598895527455,0.01004023760769139,0.0100344362786641,0.0228874851150259,even,500,250,-0.9172139192349448,0.2027325416295258,1.3226790007905478,yes,0.39411594338965955,0.40609789480653863,0.6610152132733461,0.350844144461703,0.44749558093337,0.46620145816574304,0.6581976830041871,0.4269,0.7022,0.7033,0.4342,0.4269,0.40138997846894753,0.40138997846894575,0.4013899784689402
51,-0.4056378370999197,0.03919303268221572,0.03979231979010082,10000,10070,70,0.00695134061569016,9.377215694084844,0.01929336480241376,0.00259181357605336,0.0014814653555802,-0.00522513477763709,0.00189324388479121,0.00127645822357696,50,10,0.4054651081081644,0.05,0.02532526695822606,0.00238433892037487,0.00366541323440195,0.02532526695822606,0.02530163376801608,0.04098079431271701,even,500,250,-0.9344430726917672,0.2027325299515743,1.339908132540895,yes,0.24246147830242995,0.29603948251012024,0.6475067045670981,0.24422562812952237,0.3117254871665476,0.3158844336479981,0.6448315491737431,0.3331,0.5989,0.5985,0.3362,0.3331,0.39519850227260117,0.39519850227261366,0.3951985022726031
52,-0.4060200541761903,0.01350343720622735,0.01354798525838346,10000,10000,0,0,3.8839,0.00312953719528987,6.455024044175263e-4,-3.173877719570249e-4,-7.878133818106228e-4,5.253717279110471e-4,-3.7419804073352865e-4,50,20,0.4054651081081644,0.01,0.005054821922011,4.7723072236650194e-4,7.138211856116247e-4,0.005054821922011,0.00504060189606158,0.01711377124834828,even,1000,500,-0.911646705010349,0.2027325451854841,1.317111793888632,yes,0.7914331933992365,0.7485241002841524,0.9221295339554441,0.6882491433801206,0.8110336651466354,0.8393932989158134,0.9199989879290462,0.8294,0.8966,0.8982,0.828,0.8294,0.40343268875270105,0.4034326887527021,0.4034326887527027
53,-0.40613362649217344,0.01634409746987914,0.01639346339738755,10000,10000,0,0,3.9784,0.0076410089079382,9.34164173310646e-4,3.576500098461797e-4,-0.0020833648498833,8.818534993726986e-4,3.784586668373895e-4,50,20,0.4054651081081644,0.02,0.01004023760769139,9.790610550575506e-4,0.00140598895527455,0.01004023760769139,0.0100344362786641,0.0228874851150259,even,1000,500,-0.9172139192349448,0.2027325416295258,1.3226790007905478,yes,0.6671204133527397,0.6829038964812099,0.9196066953335539,0.6064736616673375,0.7340734570114604,0.7554959355979707,0.917462735488904,0.7671,0.8457,0.8488,0.7653,0.7671,0.40138997846894753,0.40138997846894575,0.4013899784689402
54,-0.40358719895946454,0.02603578895060821,0.02591920489793488,10000,10000,0,0,4.2799,0.02114911424293719,0.00260367459677704,0.00242651149154836,-0.00590073520054697,0.00155377001544608,0.0025017069575936,50,20,0.4054651081081644,0.05,0.02532526695822606,0.00238433892037487,0.00366541323440195,0.02532526695822606,0.02530163376801608,0.04098079431271701,even,1000,500,-0.9344430726917672,0.2027325299515743,1.339908132540895,yes,0.43020494825262745,0.5215609335226563,0.9115826968752878,0.43333607837571086,0.5467735638564348,0.5533374110608569,0.9094030029907655,0.5933,0.7028,0.7057,0.593,0.5933,0.39519850227260117,0.39519850227261366,0.3951985022726031
55,-0.4038073865942822,0.00621942481805211,0.00621001396134318,10000,10000,0,0,2.8403,0.00399917624863679,5.859789943969187e-4,2.136915721273662e-4,-0.00105613271511656,4.026088204450557e-4,2.1000486629203425e-4,50,50,0.4054651081081644,0.01,0.005054821922011,4.7723072236650194e-4,7.138211856116247e-4,0.005054821922011,0.00504060189606158,0.01711377124834828,even,2500,1250,-0.911646705010349,0.2027325451854841,1.317111793888632,no,0.9922813433899134,0.9860304713516785,0.9996463189707027,0.9722653570370816,0.9943473872870235,0.996609880081613,0.9996111523140968,0.9966,0.9965,0.9966,0.9943,0.9945,0.40343268875270105,0.4034326887527021,0.4034326887527027
56,-0.40387436925437464,0.00774610623394615,0.00771259201256881,10000,10000,0,0,2.9596,0.00901600401890936,9.762471733513212e-4,9.715629524299696e-4,-0.00244341517773024,5.679202032630599e-4,9.759587019207036e-4,50,50,0.4054651081081644,0.02,0.01004023760769139,9.790610550575506e-4,0.00140598895527455,0.01004023760769139,0.0100344362786641,0.0228874851150259,even,2500,1250,-0.9172139192349448,0.2027325416295258,1.3226790007905478,no,0.9657743669998609,0.9707126324485218,0.9996097762838253,0.9413420492013655,0.9833110167800402,0.9872249012455392,0.9995718998154552,0.9848,0.9843,0.9848,0.9792,0.9802,0.40138997846894753,0.40138997846894575,0.4013899784689402
57,-0.39905445718157295,0.01231767586147558,0.01222319786349943,10000,10000,0,0,3.2204,0.02366246650739893,0.0023977814828142,0.00322372590519112,-0.00661433756211682,0.0013020664315551,0.00315478150103437,50,50,0.4054651081081644,0.05,0.02532526695822606,0.00238433892037487,0.00366541323440195,0.02532526695822606,0.02530163376801608,0.04098079431271701,even,2500,1250,-0.9344430726917672,0.2027325299515743,1.339908132540895,no,0.8053710944343132,0.8896192706702619,0.9994764991272111,0.8088206272899138,0.9073840530327549,0.9116584560617749,0.9994292987843006,0.9274,0.9264,0.9274,0.908,0.9097,0.39519850227260117,0.39519850227261366,0.3951985022726031
58,-0.4046367243371232,0.00329488636893105,0.00328696414050652,10000,10000,0,0,2.4353,0.00456265750826669,5.466647681112021e-4,4.465326206561231e-4,-0.00124495934079584,2.984793965620862e-4,4.894505119729194e-4,50,100,0.4054651081081644,0.01,0.005054821922011,4.7723072236650194e-4,7.138211856116247e-4,0.005054821922011,0.00504060189606158,0.01711377124834828,even,5000,2500,-0.911646705010349,0.2027325451854841,1.317111793888632,no,0.9999886738731384,0.9999558144442134,0.9999999894594274,0.9997844869012282,0.9999944413452466,0.9999982643106278,0.999999986852408,1,1,1,1,1,0.40343268875270105,0.4034326887527021,0.4034326887527027
59,-0.40212599551079575,0.00407945939270098,0.00406055581511172,10000,10000,0,0,2.5417,0.00932083051938213,0.00100762180014499,0.00114933919163244,-0.002593137865319,4.960620731523357e-4,0.00118020620315689,50,100,0.4054651081081644,0.02,0.01004023760769139,9.790610550575506e-4,0.00140598895527455,0.01004023760769139,0.0100344362786641,0.0228874851150259,even,5000,2500,-0.9172139192349448,0.2027325416295258,1.3226790007905478,no,0.9996487165075999,0.9997554419938246,0.9999999868617663,0.9987638029850606,0.9999334344455288,0.9999640268159036,0.9999999836910134,0.9999,0.9999,0.9999,0.9997,0.9997,0.40138997846894753,0.40138997846894575,0.4013899784689402
60,-0.3973201733762181,0.00654030142413517,0.00649111142388619,10000,10000,0,0,2.8288,0.02434696398830366,0.00245718809804718,0.00335662173805616,-0.00686131438353953,0.00122996021558411,0.00339844425198296,50,100,0.4054651081081644,0.05,0.02532526695822606,0.00238433892037487,0.00366541323440195,0.02532526695822606,0.02530163376801608,0.04098079431271701,even,5000,2500,-0.9344430726917672,0.2027325299515743,1.339908132540895,no,0.9787927838056336,0.9945134838007718,0.9999999746055476,0.9796828310685048,0.9963780390141626,0.9967605050773135,0.9999999689189871,0.9963,0.9963,0.9963,0.9958,0.9958,0.39519850227260117,0.39519850227261366,0.3951985022726031
61,-0.4011352841668174,0.0236381640021198,0.02435556080478451,10000,10167,167,0.0164256909609521,16.15209238057639,0.00120909789402485,3.889727099140287e-4,-0.00137630057161367,-5.553269726662929e-4,7.526324324797373e-4,-0.00127895476651777,50,10,0.4054651081081644,0.01,0.00512240352815277,-0.00130873409432636,7.604052634917283e-4,0.00512240352815277,0.00523653748807188,0.01616411510908873,rare,500,250,0.6143421759537722,1.6082760389321409,2.4273332801459513,yes,0.4640062175982669,0.4018648163083889,0.6246212343360154,0.5017710901904455,0.3566512416190449,0.5139054102775281,0.6210091953520911,0.4265,0.7031,0.701,0.436,0.4265,0.40343268875270105,0.40343268875269184,0.4034326887526445
62,-0.4009299070184191,0.02784037894461987,0.02858083420346519,10000,10178,178,0.01748870112006288,16.619366926338625,0.00499549313156368,-5.554438897189612e-4,-8.910520642614918e-4,-0.00187478007334796,0.00117087470479215,-7.554902499976005e-4,50,10,0.4054651081081644,0.02,0.01018057904555025,-0.00268596493616035,0.00155385938618122,0.01018057904555025,0.01024784850436618,0.02165577789758892,rare,500,250,0.6163950682600314,1.615304386449409,2.4384892349566445,yes,0.36455277627951765,0.35486163960709716,0.6202389540183351,0.4308161068025037,0.3048105828194333,0.4360822528873969,0.6166862420936824,0.3914,0.6676,0.6652,0.4023,0.3914,0.40138997846894753,0.40138997846891367,0.401389978468792
63,-0.4008379200989667,0.04239941134484445,0.04375966885739195,10000,10261,261,0.02543611733749147,23.04250932652661,0.01898418126827404,-0.00420567994431822,0.00132141105792568,-0.00744500092509292,0.00323060979622836,0.00177826529627226,50,10,0.4054651081081644,0.05,0.02531482939743231,-0.00684080741734957,0.00394013380311282,0.02531482939743231,0.02511403145714221,0.03842342796127971,rare,500,250,0.622748834876065,1.6370561185964014,2.473014612461182,yes,0.22471427402843136,0.2616944002096283,0.6068636946837714,0.30093851557360485,0.21518530884774664,0.30100790428164426,0.6034913207461807,0.2974,0.5615,0.56,0.3073,0.2974,0.39519850227260117,0.39519850227259967,0.3951985022725897
64,-0.4034322495564069,0.01573546340697713,0.01583488198016676,10000,10002,2,1.999600079984003e-4,3.89001099890011,0.00290918874912822,-1.88271955177794e-4,-5.31602939626657e-4,-0.00114320708009466,6.629597423529187e-4,-2.9020330176749256e-4,50,20,0.4054651081081644,0.01,0.00512240352815277,-0.00130873409432636,7.604052634917283e-4,0.00512240352815277,0.00523653748807188,0.01616411510908873,rare,1000,500,0.6143421759537722,1.6082760389321409,2.4273332801459513,yes,0.7530362305240974,0.6773778268107222,0.8969340053312137,0.7933562463556707,0.6149435083453366,0.8054214695076923,0.8939127943153705,0.7737,0.8596,0.8599,0.7736,0.7737,0.40343268875270105,0.40343268875269184,0.4034326887526445
65,-0.4043011463541222,0.01872618427203304,0.01882588547793482,10000,10001,1,9.999000099990002e-5,4.053994600539946,0.00749220563230202,-0.00151744304808327,3.5861919869979687e-4,-0.00291958053480148,0.0012904384464907,5.91748917449092e-4,50,20,0.4054651081081644,0.02,0.01018057904555025,-0.00268596493616035,0.00155385938618122,0.01018057904555025,0.01024784850436618,0.02165577789758892,rare,1000,500,0.6163950682600314,1.615304386449409,2.4384892349566445,yes,0.6263037500420874,0.6123442139712728,0.8939749242946893,0.7140823970489842,0.5357475252838985,0.7204850207850528,0.8909445359759184,0.7097,0.808,0.808,0.7105,0.7097,0.40138997846894753,0.40138997846891367,0.401389978468792
66,-0.4005597001074709,0.02803201142550239,0.02812233613311897,10000,10007,7,6.995103427600679e-4,4.936844209053662,0.02144371406323757,-0.00521518838069055,0.0025823756197269,-0.00853898927796638,0.00315606452861587,0.00309982536344824,50,20,0.4054651081081644,0.05,0.02531482939743231,-0.00684080741734957,0.00394013380311282,0.02531482939743231,0.02511403145714221,0.03842342796127971,rare,1000,500,0.622748834876065,1.6370561185964014,2.473014612461182,yes,0.39827202097756986,0.4639016406183095,0.8846320607108646,0.5295123103961863,0.3808134032938775,0.5296244316765224,0.8815806509527371,0.5531,0.6681,0.6672,0.5534,0.5531,0.39519850227260117,0.39519850227259967,0.3951985022725897
67,-0.40514113566637855,0.00722900372415345,0.00723468295917082,10000,10000,0,0,2.8639,0.00402343513599651,-9.347423555455468e-4,2.2853964066026344e-4,-0.00162073249703202,7.258275673805261e-4,3.416361347734411e-4,50,50,0.4054651081081644,0.01,0.00512240352815277,-0.00130873409432636,7.604052634917283e-4,0.00512240352815277,0.00523653748807188,0.01616411510908873,rare,2500,1250,0.6143421759537722,1.6082760389321409,2.4273332801459513,no,0.9868119634039032,0.9690445960203438,0.9991583127643853,0.9925040712473833,0.9453184960297222,0.9938009174403933,0.9990697868461281,0.9915,0.9915,0.9915,0.9876,0.988,0.40343268875270105,0.40343268875269184,0.4034326887526445
68,-0.4030505422451532,0.00874663047506906,0.00874827728195453,10000,10000,0,0,2.9432,0.00906507228370671,-0.00218719597719796,0.0010025967750664,-0.00363256095311413,0.00132590859028372,0.00133574030029156,50,50,0.4054651081081644,0.02,0.01018057904555025,-0.00268596493616035,0.00155385938618122,0.01018057904555025,0.01024784850436618,0.02165577789758892,rare,2500,1250,0.6163950682600314,1.615304386449409,2.4384892349566445,no,0.9503506958426764,0.9441188951579991,0.9990809988076883,0.9789691525275424,0.8998821695555713,0.9804362570311735,0.9989866425525178,0.9791,0.9792,0.9791,0.9709,0.9713,0.40138997846894753,0.40138997846891367,0.401389978468792
69,-0.39822328652378713,0.01305783336388281,0.01305368101385073,10000,10000,0,0,3.1746,0.02357501327553494,-0.00603862917453871,0.00326176470262127,-0.00956118457213501,0.00332995357236022,0.0041188923339246,50,50,0.4054651081081644,0.05,0.02531482939743231,-0.00684080741734957,0.00394013380311282,0.02531482939743231,0.02511403145714221,0.03842342796127971,rare,2500,1250,0.622748834876065,1.6370561185964014,2.473014612461182,no,0.7677198367675673,0.8403131574110905,0.9988050607956974,0.8954574250102486,0.7451742083363173,0.8955381722325741,0.998691094914767,0.9133,0.9132,0.9133,0.8941,0.8943,0.39519850227260117,0.39519850227259967,0.3951985022725897
70,-0.4031625364378909,0.00381042186914029,0.00380715178075122,10000,10000,0,0,2.4477,0.00449396694341519,-0.00109579369436084,4.662420621938686e-4,-0.00185450414770203,6.371039426313728e-4,7.384795501654003e-4,50,100,0.4054651081081644,0.01,0.00512240352815277,-0.00130873409432636,7.604052634917283e-4,0.00512240352815277,0.00523653748807188,0.01616411510908873,rare,5000,2500,0.6143421759537722,1.6082760389321409,2.4273332801459513,no,0.9999612962300134,0.999721865851393,0.9999999261548936,0.9999894076994665,0.9989513217566576,0.9999931380322358,0.9999999067866627,0.9999,0.9999,0.9999,0.9999,0.9999,0.40343268875270105,0.40343268875269184,0.4034326887526445
71,-0.4022198207702492,0.00460727459534799,0.0046039846764591,10000,10000,0,0,2.5496,0.00951204332549192,-0.0023892530711865,0.00120020746928561,-0.00384693925618654,0.00135671155739949,0.0015997337564734,50,100,0.4054651081081644,0.02,0.01018057904555025,-0.00268596493616035,0.00155385938618122,0.01018057904555025,0.01024784850436618,0.02165577789758892,rare,5000,2500,0.6163950682600314,1.615304386449409,2.4384892349566445,no,0.9991634144492733,0.9988966316971615,0.9999999099969524,0.999886459264985,0.9956456442757696,0.9999039347587702,0.9999998869661199,0.9999,0.9999,0.9999,0.9999,0.9999,0.40138997846894753,0.40138997846891367,0.401389978468792
72,-0.39654919268246575,0.00694400465795594,0.00693965945334913,10000,10000,0,0,2.7905,0.02457074563727488,-0.00648035788375227,0.00364737590692887,-0.01001285898512079,0.00344746081684791,0.0044305776948359,50,100,0.4054651081081644,0.05,0.02531482939743231,-0.00684080741734957,0.00394013380311282,0.02531482939743231,0.02511403145714221,0.03842342796127971,rare,5000,2500,0.622748834876065,1.6370561185964014,2.473014612461182,no,0.9675640959573878,0.9867920021810904,0.9999998373338468,0.9951762785154447,0.9594508076866198,0.9951850966028029,0.9999997987276293,0.9932,0.9932,0.9932,0.9925,0.9926,0.39519850227260117,0.39519850227259967,0.3951985022725897
